period;cmd;country;nb_edges;nb_edges_country;traded_value_exp;traded_value_imp;traded_value_exp_country;traded_value_imp_country;contrib_nb_edges;contrib_trade_value_exp;contrib_trade_value_imp
1996;12;Rep. of Korea;1739;40;6032543317.0;10214764336.0;522450296.0;952764587.0;0.023001725129384705;0.08660531197972664;0.09327328126818961
1996;12;Rep. of Moldova;1739;7;6032543317.0;10214764336.0;678684.0;1325039.0;0.0040253018976423235;0.00011250379223758503;0.00012971801956606588
1996;12;Romania;1739;22;6032543317.0;10214764336.0;3102980.0;5236303.0;0.012650948821161587;0.0005143734303996876;0.0005126210285190469
1996;12;Russian Federation;1739;64;6032543317.0;10214764336.0;951711045.0;1146211450.0;0.03680276020701553;0.15776281992340313;0.11221124759191899
1996;12;Rwanda;1739;1;6032543317.0;10214764336.0;0.0;2000.0;0.0005750431282346176;0.0;1.9579502122739916e-7
1996;12;Saint Kitts and Nevis;1739;1;6032543317.0;10214764336.0;29550.0;17836.0;0.0005750431282346176;4.898431465336795e-6;1.7460999993059458e-6
1996;12;Saint Lucia;1739;2;6032543317.0;10214764336.0;1231.0;10444.0;0.0011500862564692352;2.040598691651301e-7;1.0224416008494784e-6
1996;12;Saint Pierre and Miquelon;1739;1;6032543317.0;10214764336.0;15217.0;0.0;0.0005750431282346176;2.522484995195601e-6;0.0
1996;12;Saint Vincent and the Grenadines;1739;1;6032543317.0;10214764336.0;34203.0;0.0;0.0005750431282346176;5.6697479326197765e-6;0.0
1996;12;Samoa;1739;2;6032543317.0;10214764336.0;13547.0;71433.0;0.0011500862564692352;2.2456531661901035e-6;6.993112875668402e-6
1996;12;Saudi Arabia;1739;19;6032543317.0;10214764336.0;1798829.0;2468193.0;0.010925819436457734;0.0002981874982863053;0.000241629950414159
1996;12;Senegal;1739;10;6032543317.0;10214764336.0;217029.0;4562428.0;0.005750431282346176;0.00003597636827379287;0.00044665034355424017
1996;12;Serbia and Montenegro (...2005);1739;20;6032543317.0;10214764336.0;4670391.0;13789258.0;0.011500862564692352;0.0007741993309585712;0.001349934031410042
1996;12;Sierra Leone;1739;2;6032543317.0;10214764336.0;3685.0;2251.0;0.0011500862564692352;6.108534669971603e-7;2.2036729639143777e-7
1996;12;Singapore;1739;48;6032543317.0;10214764336.0;4816435.0;39658525.0;0.027602070155261643;0.0007984086888240076;0.0038824708721111705
1996;12;Slovakia;1739;33;6032543317.0;10214764336.0;43437589.0;43451126.0;0.01897642323174238;0.007200543239795853;0.004253757068762198
1996;12;Slovenia;1739;26;6032543317.0;10214764336.0;12891558.0;21057724.0;0.014951121334100058;0.0021370021436350013;0.0020614987587903567
1996;12;Solomon Isds;1739;8;6032543317.0;10214764336.0;0.0;134732883.0;0.004600345025876941;0.0;0.013190013843506845
1996;12;Somalia;1739;1;6032543317.0;10214764336.0;1000.0;0.0;0.0005750431282346176;1.6576756227874095e-7;0.0
1996;12;Spain;1739;59;6032543317.0;10214764336.0;131418739.0;228942765.0;0.03392754456584244;0.0217849640017761;0.02241292676651723
1996;12;Sri Lanka;1739;5;6032543317.0;10214764336.0;38643.0;347338.0;0.002875215641173088;6.405755909137387e-6;0.000034003525541541186
1996;12;Sudan (...2011);1739;3;6032543317.0;10214764336.0;1805.0;1869115.0;0.0017251293847038527;2.9921044991312744e-7;0.0001829817055507251
1996;12;Suriname;1739;19;6032543317.0;10214764336.0;3353335.0;5893771.0;0.010925819436457734;0.0005558741684539818;0.0005769855090272148
1996;12;Sweden;1739;77;6032543317.0;10214764336.0;279347019.0;413455168.0;0.04427832087406555;0.04630667436946313;0.04047623169756895
1996;12;Switzerland;1739;55;6032543317.0;10214764336.0;119893409.0;137183639.0;0.03162737205290397;0.01987443814321806;0.013429936755028432
1996;12;Syria;1739;2;6032543317.0;10214764336.0;944838.0;0.0;0.0011500862564692352;0.00015662349200832104;0.0
1996;12;Tajikistan;1739;1;6032543317.0;10214764336.0;76702.0;0.0;0.0005750431282346176;0.000012714703561903988;0.0
1996;12;Thailand;1739;40;6032543317.0;10214764336.0;39196902.0;108185098.0;0.023001725129384705;0.006497574893418705;0.01059105177969913
1996;12;Togo;1739;3;6032543317.0;10214764336.0;599364.0;1088720.0;0.0017251293847038527;0.0000993551091976353;0.00010658297775534701
1996;12;Tonga;1739;1;6032543317.0;10214764336.0;12375.0;0.0;0.0005750431282346176;2.051373583199419e-6;0.0
1996;12;Trinidad and Tobago;1739;12;6032543317.0;10214764336.0;212733.0;2461351.0;0.006900517538815411;0.0000352642308262434;0.00024096013564654009
1996;12;Tunisia;1739;14;6032543317.0;10214764336.0;4273031.0;6444487.0;0.008050603795284647;0.0007083299324114907;0.000630899234482349
1996;12;Turkmenistan;1739;2;6032543317.0;10214764336.0;124900.0;0.0;0.0011500862564692352;0.000020704368528614743;0.0
1996;12;Turks and Caicos Isds;1739;1;6032543317.0;10214764336.0;6699.0;0.0;0.0005750431282346176;1.1104768997052855e-6;0.0
1996;12;Türkiye;1739;57;6032543317.0;10214764336.0;61212227.0;125034403.0;0.0327774583093732;0.010147001651442928;0.012240556794770091
1996;12;US Misc. Pacific Isds;1739;3;6032543317.0;10214764336.0;5317.0;29009.0;0.0017251293847038527;8.813861286360656e-7;2.839908885392811e-6
1996;12;USA;1739;149;6032543317.0;10214764336.0;2304757644.0;2825046854.0;0.08568142610695802;0.38205405628917427;0.27656505437366363
1996;12;Uganda;1739;3;6032543317.0;10214764336.0;5298.0;3116.0;0.0017251293847038527;8.782365449527696e-7;3.050486430722879e-7
1996;12;Ukraine;1739;49;6032543317.0;10214764336.0;20436797.0;27052075.0;0.02817711328349626;0.003387758019475486;0.002648330799435097
1996;12;United Arab Emirates;1739;11;6032543317.0;10214764336.0;4632095.0;458767.0;0.0063254744105807935;0.0007678510963935446;0.00004491214725171512
1996;12;United Kingdom;1739;93;6032543317.0;10214764336.0;57908244.0;133665473.0;0.053479010925819435;0.009599308443722527;0.013085517061702676
1996;12;United Rep. of Tanzania;1739;8;6032543317.0;10214764336.0;2921.0;1648708.0;0.004600345025876941;4.842070494162024e-7;0.00016140440892889143
1996;12;Uruguay;1739;12;6032543317.0;10214764336.0;27054647.0;35298093.0;0.006900517538815411;0.004484782881501852;0.003455595434110855
1996;12;Uzbekistan;1739;2;6032543317.0;10214764336.0;4902706.0;0.0;0.0011500862564692352;0.0008127096221893569;0.0
1996;12;Vanuatu;1739;1;6032543317.0;10214764336.0;48617.0;0.0;0.0005750431282346176;8.059121575305548e-6;0.0
1996;12;Venezuela;1739;14;6032543317.0;10214764336.0;1548734.0;3491040.0;0.008050603795284647;0.0002567298597982036;0.0003417641254528498
1997;12;Türkiye;1854;49;6353324356.0;9977086480.0;71359579.0;98582054.0;0.026429341963322545;0.011231848871781417;0.009880845896005503
